Gene ID,Control_16hpi_rep1,Control_16hpi_rep2,Control_16hpi_rep3,_AP2-MRPKO_16hpi_rep1,_AP2-MRPKO_16hpi_rep2,_AP2-MRPKO_16hpi_rep3,Control_40hpi_rep1,Control_40hpi_rep2,Control_40hpi_rep3,_AP2-MRPKO_40hpi_rep1,_AP2-MRPKO_40hpi_rep2,_AP2-MRPKO_40hpi_rep3
PF3D7_1412000,0,0,6,1,3,1,1733,1688,2102,880,1012,930
PF3D7_0700500,71,68,113,9,20,13,0,0,0,0,2,0
PF3D7_0718900,0,0,0,0,0,0,1,7,9,37,31,40
PF3D7_1468800,1934,1425,1707,1144,1079,1295,2167,2005,2717,5721,5674,4574
PF3D7_0810100,5,11,10,4,2,1,73,89,97,223,251,229
PF3D7_1432500,951,544,765,819,798,821,429,421,630,1667,1510,1398
PF3D7_1126600,354,265,318,160,203,189,647,672,800,1014,1018,935
PF3D7_0926800,76,33,56,43,53,42,1501,2477,2468,2898,2765,2582
PF3D7_0731300,1848,1180,1443,1058,1126,1034,370,410,792,179,223,151
PF3D7_0103800,6,8,5,7,12,15,735,606,793,1148,1113,956
PF3D7_1445000,14,9,4,20,18,17,178,270,264,549,482,554
PF3D7_1470400,2,0,7,2,4,2,398,330,509,1280,1192,974
PF3D7_1455500,443,330,375,421,355,437,996,1161,1362,2485,2475,2313
PF3D7_1305200,2,1,3,1,2,0,84,137,135,372,403,356
PF3D7_0831750,6,4,10,28,34,25,41,42,40,78,84,92
PF3D7_1306600,345,223,310,195,176,209,416,400,506,875,874,698
PF3D7_1038900,7,2,3,3,4,2,185,222,335,769,695,650
PF3D7_0310900,13,8,13,8,12,6,1221,1167,1469,1828,1770,1673
PF3D7_0800300,4253,2866,3589,5770,5495,5586,104,102,121,732,705,465
PF3D7_0528300,6,3,12,14,18,17,4029,4025,4542,4167,4778,4079
PF3D7_1475300,29,15,41,23,9,23,355,398,419,1458,1387,1237
PF3D7_1370100,0,3,1,4,2,9,1,0,3,3,0,1
PF3D7_1404200,10,7,7,14,10,12,62,51,91,375,367,314
PF3D7_1363400,422,292,349,490,504,439,1134,1563,1813,3437,3461,3128
PF3D7_1238100,3286,2792,3406,1642,1574,1950,685,699,894,3138,3127,2916
PF3D7_1133500,2,1,5,0,0,4,54,135,88,96,89,99
PF3D7_0925600,13,21,17,12,6,14,662,643,776,1133,1222,1075
PF3D7_0614400,1952,1324,1626,1337,1299,1352,290,365,380,860,695,602
PF3D7_1421300,11,7,7,5,8,12,416,490,530,2138,1840,1750
PF3D7_API00400,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1149500,22,9,19,21,34,31,2,21,19,8,5,19
PF3D7_1444100,125,88,81,52,60,53,1999,2732,2634,3270,3377,2857
PF3D7_0935300,51,45,32,53,46,57,55,61,66,174,161,171
PF3D7_0400500,191,116,148,153,97,132,0,0,1,4,2,3
PF3D7_1351000,2766,1933,2311,2527,2433,2641,7739,7260,9476,11228,12561,9699
PF3D7_1104000,871,500,755,500,493,494,579,667,809,1835,1802,1627
PF3D7_1129200,2244,1714,2026,1643,1485,1537,6440,6339,7325,9663,10340,9863
PF3D7_0114100,553,371,532,196,186,149,1,11,7,10,9,4
PF3D7_1323300,24,16,31,26,29,26,264,376,395,996,892,884
PF3D7_0104600,99,38,72,67,45,46,70,82,94,311,374,255
PF3D7_0406800,12,11,3,24,15,24,356,359,422,1582,1616,1443
PF3D7_0725800,0,3,2,3,1,4,127,191,271,421,329,347
PF3D7_1316100,262,169,217,183,178,197,896,938,1157,1860,1821,1608
PF3D7_1369800,14,11,20,19,13,13,0,0,2,3,3,3
PF3D7_0115300,1,2,2,0,4,0,0,0,0,0,1,2
PF3D7_0621400,61,47,57,62,62,70,1414,1865,1480,601,658,745
PF3D7_0211100,42,36,60,18,17,12,74,63,119,130,108,99
PF3D7_1210500,30,31,21,20,7,25,7,4,5,5,3,8
PF3D7_1010000,362,311,406,265,319,326,396,478,457,894,793,835
PF3D7_0417400,5272,3225,4112,3477,3210,3451,9210,8881,10876,19221,20115,15946
PF3D7_0613000,7,6,2,2,7,9,555,609,730,2194,2007,2018
PF3D7_1024200,15,9,11,5,6,10,148,99,144,504,497,395
PF3D7_0418000,17,12,18,19,8,23,1842,1877,2266,5673,5583,4327
PF3D7_1235100,7,7,3,11,9,11,283,234,304,701,721,631
PF3D7_1462600,1,0,0,2,0,1,2,1,6,8,7,11
PF3D7_1024500,8,0,4,4,11,16,300,292,368,922,827,883
PF3D7_0112600,1,0,0,1,0,0,1,6,4,9,12,22
PF3D7_1431800,18,22,19,25,33,27,105,120,132,454,441,463
PF3D7_1470200,358,234,333,352,375,351,151,193,327,575,591,420
PF3D7_1014200,1,0,0,0,2,1,33,23,24,76,67,78
PF3D7_1325300,0,1,3,2,1,0,5,3,2,28,21,29
PF3D7_1352100,545,392,479,377,442,374,4802,4968,5709,3582,4150,3534
PF3D7_1347200,16473,12162,15217,8359,7729,9435,3673,5270,6739,4451,4445,4618
PF3D7_1407300,5016,3444,4379,3125,2807,3777,8195,6555,11130,6028,6132,5288
PF3D7_0814300,821,519,730,645,666,646,923,1245,1566,1302,1233,1053
PF3D7_0403900,3,0,7,4,8,3,2477,2583,2952,2950,3068,2642
PF3D7_1007300,2,2,3,11,22,19,7005,7510,9088,14995,18456,14954
malmito_rna_RNA11,0,0,0,0,0,0,0,0,0,2,0,0
PF3D7_1106100,46,34,32,41,23,24,542,517,626,1453,1206,1222
PF3D7_1247500,4,3,4,8,7,5,898,1017,1071,1619,1868,1769
PF3D7_1226500,117,97,140,77,76,63,349,298,347,992,930,898
PF3D7_0318000,0,1,0,2,3,2,3,5,4,54,48,38
PF3D7_0408500,34,37,43,75,51,91,1668,1711,1992,4232,4167,3782
PF3D7_0219500,39,26,29,13,18,14,624,598,787,1719,1710,1434
PF3D7_1115500,246,135,182,245,235,358,1456,1842,2073,3506,3633,3903
PF3D7_1432700,22,23,30,29,18,25,1010,830,1046,2702,2664,2554
PF3D7_0115000,0,0,0,0,1,3,29,38,24,291,275,205
PF3D7_1410700,2,5,4,9,7,4,1057,1317,1476,2407,2350,2368
PF3D7_0217500,39,33,28,29,25,39,14976,12759,16251,8225,9399,8400
PF3D7_1416200,54,47,44,31,36,53,8199,8995,10014,11311,12417,9833
PF3D7_1313800,2150,1628,2000,1898,1780,1720,5917,6105,8903,4521,5034,3873
PF3D7_1319200,21,19,26,34,37,49,201,232,316,1285,1144,890
PF3D7_0831900,1997,1294,1737,2603,2882,2505,196,214,242,3936,4320,3939
PF3D7_1344700,44,14,34,19,28,26,24,33,32,51,56,55
PF3D7_1478100,14,3,11,26,22,22,10,47,51,55,49,51
malmito_rna_24,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0113800,120,85,105,118,105,127,118,171,166,1037,947,918
PF3D7_1204600,243,141,199,166,243,172,94,145,187,495,471,356
PF3D7_0832700,101,47,88,48,51,43,0,1,0,0,0,0
PF3D7_0621500,69,22,51,32,37,15,174,159,194,352,332,297
PF3D7_1411300,285,194,266,218,256,202,1588,2013,2091,2169,2333,2038
PF3D7_1333300,830,603,732,513,482,452,615,624,768,1272,1266,1158
PF3D7_0800200,1333,975,1126,2113,2088,2336,241,202,252,455,472,367
PF3D7_1244400,1040,898,1041,353,321,404,1466,1765,2270,3021,3096,2626
PF3D7_1337300,1161,832,1097,906,862,1019,643,709,906,1951,1956,1615
PF3D7_1239900,427,229,375,411,418,440,584,735,933,1974,2013,1700
PF3D7_0934200,4,3,0,1,2,2,60,122,84,142,144,146
PF3D7_0614100,36,23,27,36,37,29,2073,2427,2888,5302,6102,4789
PF3D7_1307000,581,433,549,479,483,599,304,317,559,1189,1175,986
PF3D7_0603100,1,2,5,1,0,1,225,344,347,921,904,875
PF3D7_0306100,378,282,370,337,327,313,713,962,1133,1598,1753,1527
PF3D7_1136400,990,671,953,1072,1296,926,1786,2617,2722,2094,2342,2150
PF3D7_1013400,33,22,31,17,12,16,799,909,999,1054,1083,866
PF3D7_0417300,805,562,725,535,576,617,1328,1298,1589,3943,3937,3243
PF3D7_0113900,59,47,62,101,91,101,40,70,113,73,75,55
PF3D7_1462100,8,9,18,2,3,8,250,223,264,462,446,468
PF3D7_0319300,514,402,457,334,313,336,290,253,339,913,838,771
PF3D7_1364300,1057,675,1044,1026,1058,1015,1965,2378,2895,2404,2554,2280
PF3D7_1333200,435,273,385,322,309,310,1013,1591,1493,2970,2814,3114
PF3D7_1246300,1043,590,783,729,794,783,14483,14007,16535,12102,13051,12834
PF3D7_0932400,34,42,46,31,30,40,874,1095,1148,1880,1908,1777
PF3D7_1439900,8079,5591,7354,6243,6218,7257,2671,2863,3706,8099,7962,7377
PF3D7_1205700,5,2,12,4,2,5,58,120,144,213,184,188
PF3D7_1236500,0,0,0,0,0,0,75,107,99,275,285,277
PF3D7_1112700,30,20,33,11,13,15,327,431,484,623,671,569
PF3D7_1145400,416,258,326,409,372,435,18870,16763,20600,20449,23413,19045
PF3D7_1406300,320,244,316,118,98,121,2134,2908,3093,908,886,803
PF3D7_0501700,0,0,3,0,0,2,15,7,4,29,25,25
PF3D7_1327200,252,153,187,202,203,175,95,130,177,407,389,373
PF3D7_1359500,9,11,3,4,5,6,13,31,16,29,45,61
PF3D7_1241600,45,45,54,16,19,19,151,153,189,397,424,391
PF3D7_0108300,26308,17967,22248,18402,16485,18906,33612,36318,44775,28164,30554,25069
PF3D7_0625200,15,5,13,8,3,9,607,581,620,687,766,677
PF3D7_1427800,231,185,269,193,217,221,155,151,167,709,687,593
PF3D7_1145900,47,57,31,31,28,44,151,190,239,619,617,508
PF3D7_0730100,89,84,117,21,20,26,100,107,108,518,499,444
PF3D7_0709300,989,630,785,869,720,732,619,829,878,2732,2776,2416
PF3D7_0204400,60,24,49,36,53,25,93,117,132,256,231,241
PF3D7_1130600,743,496,623,369,432,412,304,317,449,1046,1052,813
PF3D7_0605800,256,193,268,269,271,287,2644,3111,3542,6018,6256,4941
PF3D7_1022800,21,16,14,19,27,18,1606,1748,1803,3364,3274,3104
PF3D7_1205800,3024,1917,2584,2907,2910,2929,18471,22128,27050,16720,17663,15496
PF3D7_0710800,191,154,201,187,233,161,307,430,444,1409,1341,1261
PF3D7_1312500,16,7,7,6,3,10,3626,3688,5141,981,1099,1014
PF3D7_0501100,6269,4333,5627,4657,4403,5652,13883,16375,22087,4753,5120,4869
PF3D7_0310700,202,141,169,156,155,117,876,956,1520,953,962,812
PF3D7_0103000,4,6,5,1,2,1,459,457,529,1022,973,990
PF3D7_0802900,24,11,17,20,14,21,55,80,89,294,315,293
PF3D7_0825000,118,62,99,95,90,106,2027,1933,2332,2434,2370,2270
PF3D7_1225100,151,94,158,68,47,65,125,156,137,611,579,487
PF3D7_0811800,108,89,104,63,47,37,21,45,37,85,101,93
PF3D7_1248800,5,3,4,2,4,3,17,28,26,146,121,138
PF3D7_0611000,0,3,0,4,1,3,175,300,302,447,476,516
PF3D7_0525400,0,3,3,0,0,0,340,573,453,491,499,431
PF3D7_0415800,6,3,9,2,0,1,2638,3306,3893,201,210,197
PF3D7_1478700,4,7,7,2,1,1,0,0,1,1,2,0
PF3D7_0924800,0,0,0,6,1,1,28,20,30,80,67,83
PF3D7_1220700,17,17,11,28,31,26,32,40,51,120,132,89
PF3D7_1128000,1128,767,987,999,973,1056,2991,3253,4214,3540,3666,3157
PF3D7_0204100,156,101,168,195,179,219,12364,12483,14466,20685,22688,19555
PF3D7_0528800,515,325,408,337,345,289,241,316,420,396,373,350
PF3D7_1219100,1031,559,748,792,749,708,3094,3961,5032,6878,6873,5828
PF3D7_1149200,3082,2483,3035,1455,1346,1686,131532,158950,194692,1629,1772,1654
PF3D7_API06500,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1345800,1146,833,958,892,823,955,926,923,1116,2348,2257,1942
PF3D7_0515700,181,211,195,644,590,678,93477,86035,108134,178956,216505,175650
PF3D7_1446700,22,21,41,10,16,16,2821,2680,3256,3733,3879,3452
PF3D7_0929700,1,1,0,0,0,0,21,63,68,136,131,105
PF3D7_0524800,201,164,172,96,86,83,2061,2229,2641,677,635,639
PF3D7_1451700,2,1,1,1,4,5,4864,4421,5688,7823,8190,7710
PF3D7_1431700,13641,10482,12589,8163,7912,8710,2504,2740,3455,7209,7419,7102
PF3D7_1237800,194,172,202,171,182,173,135,85,125,356,330,317
PF3D7_0200300,4,2,7,9,2,5,45,36,56,106,110,86
mal_rna_12,0,0,0,0,0,0,59,48,45,112,103,113
PF3D7_1309700,420,251,329,342,282,348,193,206,270,480,502,437
PF3D7_0109950,34,29,29,23,27,46,446,542,522,1145,1125,1123
PF3D7_0814700,18,6,16,7,5,11,93,138,143,74,86,66
PF3D7_1028400,1660,1326,1547,1345,1317,1522,537,735,993,1431,1332,1200
PF3D7_1349200,2588,1641,2108,2354,2420,2579,1570,2293,2897,5119,5088,4491
PF3D7_1436500,31,21,27,22,17,23,178,208,229,516,530,519
PF3D7_0907800,219,191,231,218,250,283,1907,1767,2218,4132,3638,3592
PF3D7_0822700,23,8,24,24,21,30,66,89,79,219,252,221
PF3D7_1248500,3843,2847,3411,2979,2906,3629,22883,21095,32060,26570,29067,26716
PF3D7_0728400,4,1,1,1,5,4,70,122,96,323,322,323
PF3D7_1414800,1674,1321,1557,1342,1251,1418,687,684,919,1962,1984,1622
PF3D7_0425200,93,29,64,111,122,103,104,142,181,48,41,44
PF3D7_0103400,478,340,446,207,201,298,18525,14867,23993,7308,7459,6207
PF3D7_1338900,12,13,22,14,12,16,1467,1653,1784,3085,2920,2862
PF3D7_0927800,46,45,38,40,35,42,2415,2281,2720,3942,4152,3847
PF3D7_0824500,128,99,116,40,46,33,243,258,303,816,754,626
PF3D7_1368900,713,426,614,639,767,744,1691,1831,2259,5998,6256,5229
PF3D7_0817300,1667,1239,1575,799,735,751,1340,1223,1544,3027,3023,2384
PF3D7_1127600,134,90,141,58,47,65,9004,8761,12056,2150,2201,1883
PF3D7_1452000,31,24,24,40,26,60,19002,20393,22741,28077,33590,25553
PF3D7_1133200,103,114,97,103,100,112,21057,21075,26322,26055,28432,21799
PF3D7_0907000,103,37,77,73,122,71,233,313,440,642,628,595
PF3D7_1220400,188,124,152,191,167,134,541,828,1026,706,722,645
PF3D7_1310800,788,520,669,414,455,428,741,744,959,2191,2153,1861
PF3D7_1373300,0,0,0,1,1,0,0,0,0,1,0,0
PF3D7_0320100,256,245,261,253,272,272,761,781,931,1640,1617,1549
PF3D7_0718800,0,1,1,1,0,3,36,17,47,337,263,237
PF3D7_1369600,200,111,177,142,139,148,583,722,845,2208,2265,1942
PF3D7_0908500,13,4,18,222,213,185,13084,14123,15605,78931,89749,76056
PF3D7_1357200,82,50,78,90,63,74,428,424,488,1129,1027,1015
PF3D7_0102600,3853,3134,3611,2441,2310,2346,136,124,213,299,279,298
PF3D7_0520600,2536,1823,2214,2316,2384,2835,807,1040,1338,1587,1477,1313
PF3D7_API05700,0,0,0,0,0,0,2,6,3,10,7,9
PF3D7_0817600,46,46,63,94,105,112,53115,46609,56769,63230,76846,60331
PF3D7_1424100,25658,18215,22220,15657,14392,18472,4003,4345,5516,11636,12295,11158
PF3D7_1449500,601,385,479,507,447,509,945,1030,1229,2254,2244,1951
PF3D7_1001400,4418,2966,3594,6433,6271,6254,1085,1336,2289,764,806,545
PF3D7_1370800,7,3,4,14,2,2,1160,2605,1363,14273,12352,21516
PF3D7_1002500,292,256,333,131,115,140,564,669,758,737,723,660
PF3D7_0202100,1,1,0,0,0,0,0,0,0,0,0,0
PF3D7_0921600,472,373,451,310,410,301,487,618,690,1224,1159,1069
PF3D7_0320600,3,0,1,2,1,0,36,118,133,223,237,256
PF3D7_API00300,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1239100,20,8,22,14,13,22,571,662,663,1951,1999,1922
PF3D7_0320300,5498,4228,5328,3340,3188,3537,3133,3417,4079,12088,11589,10708
PF3D7_1117000,11,0,2,1,6,1,261,430,330,358,365,624
PF3D7_1311300,80,78,65,44,39,31,521,535,621,1071,1173,979
PF3D7_0606900,180,153,153,124,117,142,298,347,456,980,983,928
PF3D7_0530900,8,9,15,15,13,9,4965,5394,6228,6474,7447,5877
PF3D7_0903600,48,30,37,3,5,14,31156,30911,41418,3300,3483,2919
PF3D7_1319700,4,1,1,9,3,7,218,291,276,942,903,847
PF3D7_0916100,23,14,21,47,36,37,288,390,350,804,939,926
PF3D7_1461300,7722,7307,7364,5067,4892,5311,2164,1835,2369,3243,3333,3275
PF3D7_0822200,151,112,109,76,85,63,21,50,33,95,96,79
PF3D7_1029200,292,176,282,323,377,299,76,130,127,187,219,186
PF3D7_1366400,1789,1279,1655,1229,1156,1203,1574,1777,2223,4015,4251,3323
PF3D7_1130900,25,12,31,9,4,5,83,77,93,433,442,356
PF3D7_0909900,878,536,639,906,901,823,1239,1644,2096,3384,3381,2925
PF3D7_1317000,720,390,560,507,511,484,2175,2403,2635,3452,3626,3321
PF3D7_1328600,27,25,40,26,17,30,72,296,165,167,174,141
PF3D7_0223500,764,515,524,1032,903,1032,1547,1170,1618,2593,2670,2151
PF3D7_0309200,232,137,200,369,392,431,5019,5386,6189,11256,11454,9726
PF3D7_1022600,1455,873,1225,1057,1151,1001,1127,1739,2137,2737,2723,2442
PF3D7_0210700,5,3,2,2,1,2,477,1172,1167,221,206,261
PF3D7_1233800,163,160,191,169,193,184,1519,1500,1746,2398,2318,2250
PF3D7_1121400,1,2,1,2,0,0,24,48,25,182,154,142
PF3D7_1415900,591,437,598,341,339,402,268,306,389,871,846,777
PF3D7_1466500,5,8,7,8,5,3,18,26,31,149,151,152
PF3D7_0530700,780,567,755,525,440,466,181,238,225,855,851,734
PF3D7_0413400,320,198,296,505,519,544,1,3,1,9,16,13
PF3D7_0418700,919,625,748,682,746,749,3505,3532,4470,1903,1900,1591
PF3D7_0210000,2050,1252,1645,1151,959,1151,1450,1691,1920,2281,2370,2229
PF3D7_0825700,0,0,0,1,0,2,4,8,13,109,94,76
PF3D7_1134500,387,244,363,260,303,186,645,912,981,1198,1237,1107
PF3D7_1344500,1,5,4,4,2,3,783,852,1087,1633,1607,1372
PF3D7_1142600,3758,2835,3109,2005,2086,2680,2866,3247,3919,6027,5975,6259
PF3D7_0404000,3,2,1,2,3,5,1783,2532,3133,2193,2764,2421
PF3D7_1132600,1352,1017,1273,1125,1173,1243,1193,1551,1621,2581,2359,2269
PF3D7_1251400,56,37,51,36,26,28,39,37,47,170,172,169
PF3D7_0310300,3107,2176,2580,1997,1996,1955,782,906,1226,3243,3279,2559
PF3D7_1430800,5,3,0,0,3,1,206,180,263,892,863,675
PF3D7_1107300,10825,6176,8656,10110,9203,10097,28547,31924,39941,68813,74325,63085
PF3D7_1122000,13,6,15,11,9,11,40,66,66,325,312,271
PF3D7_1135500,5,0,1,3,3,2,144,176,196,585,524,479
PF3D7_0519200,3967,3348,3542,2941,2424,2860,5581,5805,7872,10175,12003,9568
PF3D7_1364700,0,0,1,1,2,0,13,20,20,78,86,73
PF3D7_1010600,11284,8459,10194,7166,6586,8211,2474,2700,3177,4418,4827,4016
PF3D7_0404100,8,4,6,6,6,4,254,307,329,911,911,729
PF3D7_1341200,17978,13004,16391,11359,10934,11464,2997,3375,4115,8036,7820,8062
PF3D7_1204300,24691,20441,22447,16018,14119,17644,8836,8848,11824,22261,24898,22586
PF3D7_0913200,3469,2465,3146,1809,2048,1961,2332,2960,3740,6417,6467,5755
PF3D7_1240800,6,1,1,5,2,0,0,1,0,2,1,0
PF3D7_1007400,399,274,332,224,179,242,2232,2320,2685,3533,3825,3520
PF3D7_0204000,25,26,28,9,4,7,92,99,107,263,292,224
PF3D7_1480100,2,3,3,2,0,4,0,0,1,0,0,0
PF3D7_1442300,1219,858,1118,733,898,783,1795,2510,2915,4317,4214,3861
PF3D7_1224200,6,5,5,2,4,1,2332,3607,3648,633,698,617
PF3D7_0901800,117,90,147,36,19,19,304,439,513,570,572,498
PF3D7_1118500,4946,3808,4527,4079,3588,4829,3880,4250,5556,11347,12746,10628
PF3D7_1033700,1409,932,1182,1182,1048,1267,1063,1122,1490,2884,2764,2475
PF3D7_0810400,34,36,20,17,23,15,32,44,47,142,135,128
PF3D7_1315100,33,15,19,23,8,17,177,249,260,187,183,189
PF3D7_1229300,1652,1237,1455,1089,976,1134,4712,4406,5218,12157,12871,12239
PF3D7_0310100,10,3,4,4,2,2,37,36,58,308,251,256
PF3D7_1146700,0,0,0,4,4,1,1,1,1,33,26,22
PF3D7_1021400,1633,1104,1446,3902,3684,3782,1646,1706,2366,5393,5294,4642
PF3D7_0208000,9,10,10,9,13,19,5737,5768,6907,6133,6339,5269
PF3D7_0921300,97,65,83,67,63,83,94,129,135,377,367,354
PF3D7_1369200,283,158,223,161,167,170,532,642,696,1109,1142,1027
PF3D7_0421400,2,4,4,2,4,3,0,0,0,1,0,1
PF3D7_0927500,1,1,1,0,3,8,353,536,429,788,915,1543
PF3D7_0627900,369,237,377,298,361,308,970,989,1274,1356,1252,1217
PF3D7_1212700,44392,33349,38211,39912,33311,41236,12411,14232,19790,38382,40813,33060
PF3D7_0900300,9,13,8,3,1,1,0,0,0,2,1,1
PF3D7_0809600,24,32,43,26,12,19,732,923,920,3023,2833,2623
PF3D7_0707800,76,46,85,36,52,52,1125,1214,1326,2884,2698,2506
PF3D7_0915200,28,17,36,41,52,44,94,80,90,301,334,263
PF3D7_0606100,3183,2159,2678,2412,2494,3022,2702,3200,3974,6171,6038,5349
PF3D7_0625500,51,30,48,35,40,49,46,62,49,78,60,92
PF3D7_0503400,328,277,358,165,125,186,36736,34834,51445,17544,20964,16748
PF3D7_0511700,151,109,99,75,88,80,80,322,290,326,374,288
PF3D7_1359000,1125,764,948,918,959,771,556,926,1153,1818,1855,1751
PF3D7_1373000,127,92,150,30,20,38,0,0,2,7,1,10
PF3D7_0324700,0,0,0,0,0,0,0,1,1,1,2,0
PF3D7_0322800,5,0,1,3,6,5,5,6,6,64,55,60
PF3D7_1236900,28,23,40,23,37,41,8296,7534,9127,7250,8286,7724
PF3D7_1026400,9,6,5,9,9,11,409,372,450,1388,1374,1155
PF3D7_1116400,445,334,323,231,197,286,1166,1322,1546,2630,2735,2455
PF3D7_0818000,520,437,455,717,639,629,523,604,624,912,962,974
PF3D7_0915300,135,123,136,62,76,95,137,142,191,519,551,445
PF3D7_1343900,178,121,121,141,193,158,838,1060,1133,1584,1721,1714
PF3D7_API06100,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1303800,54,35,73,27,25,39,4271,4646,5166,11067,10495,9136
PF3D7_0705400,53,34,62,55,37,74,11157,9795,12399,14648,15115,13096
PF3D7_1338300,15971,11049,14055,10168,9703,11819,4204,5130,6031,13464,13292,14859
PF3D7_1352800,404,292,382,318,362,366,807,907,997,1738,1890,1549
PF3D7_1221200,169,135,157,93,105,108,219,207,311,944,939,836
PF3D7_1250500,113,76,122,68,67,67,545,597,714,1054,1005,1097
PF3D7_0512500,67,48,90,92,110,97,193,404,306,646,650,808
PF3D7_1002000,39,26,62,52,68,55,588,1041,1411,343,325,382
PF3D7_API02900,0,0,0,0,0,0,0,11,4,4,3,11
PF3D7_1100400,86,92,117,17,22,12,2,1,0,8,11,6
PF3D7_0907100,18,21,26,10,20,19,370,463,495,1903,1902,1696
PF3D7_1147500,205,119,162,152,138,145,42,60,84,308,287,265
PF3D7_1409700,27,21,21,11,5,9,102,92,115,489,391,402
PF3D7_0611200,40,39,41,17,14,14,488,477,596,1545,1591,1352
PF3D7_0704200,815,591,781,454,415,470,220,274,343,631,638,566
PF3D7_1362900,2,2,3,1,2,3,422,445,486,947,933,700
PF3D7_1017900,1168,945,1047,760,690,810,3377,3549,3936,5083,4949,5080
PF3D7_1004400,6638,5334,6411,3027,2490,3537,2895,2828,2852,6854,7092,5575
PF3D7_0420000,3681,2473,3180,4152,4104,4426,9026,11417,14273,22225,23544,19878
PF3D7_0301500,328,210,233,203,245,188,140,232,253,353,275,320
PF3D7_1314400,47,9,17,13,13,15,53,63,69,517,493,534
PF3D7_1123900,6495,5288,6242,5269,4631,6452,1320,1654,1872,2138,2233,2140
PF3D7_1370900,33,18,32,32,30,37,1484,2864,1516,17126,14196,26462
PF3D7_0414500,18,15,22,28,22,28,257,186,301,2279,2072,1633
PF3D7_0722600,1420,1036,1274,1265,1215,1320,3492,3764,4808,5018,5654,4536
PF3D7_0624100,5,11,15,25,43,37,666,734,698,1425,1297,1393
PF3D7_1248900,2566,1825,2311,2051,1874,2581,11393,10984,13175,15913,17165,15249
PF3D7_1005600,1016,701,921,684,721,777,1033,1175,1299,2303,2355,1997
PF3D7_1231900,124,85,81,31,26,42,153,210,222,559,542,493
PF3D7_0919400,9,11,9,11,7,6,2396,3114,3515,7210,7174,6550
PF3D7_0115100,0,0,1,1,2,1,63,84,85,940,777,798
PF3D7_1333600,4915,3557,4277,3848,3687,4408,1077,1170,1727,1485,1613,1259
PF3D7_0615000,147,94,128,126,126,144,127,169,206,398,457,404
PF3D7_0828100,115,66,96,34,39,41,138,204,226,577,659,533
PF3D7_0720200,998,767,900,643,564,853,314,268,425,867,836,839
PF3D7_1005900,8,1,7,6,4,8,854,929,977,1660,1582,1490
PF3D7_1446100,14,9,2,9,7,11,169,221,212,366,402,352
PF3D7_1034700,0,3,2,3,4,2,2572,2704,2700,2280,2449,2486
PF3D7_1104800,955,647,952,591,540,619,407,415,525,1851,1840,1671
PF3D7_1243000,0,0,1,4,1,1,832,830,1016,1452,1541,1332
PF3D7_0717100,617,573,624,261,282,338,1066,1246,1435,2621,2507,2532
PF3D7_1453000,307,201,309,264,302,263,245,318,340,599,555,532
PF3D7_1209000,1177,1041,1111,782,676,862,297,351,446,1171,1090,1087
PF3D7_1240500,16,9,17,20,12,11,0,0,0,0,0,0
PF3D7_0936100,7,8,14,10,14,10,1111,1214,1225,4683,4484,4747
PF3D7_0619100,179,111,138,104,69,104,185,206,253,459,446,398
PF3D7_1124300,2203,1735,2051,1643,1515,1665,1625,1560,1875,2981,2765,2563
PF3D7_0820100,22,20,25,19,14,11,241,223,272,943,803,754
PF3D7_1439600,10,14,17,16,14,11,1924,2219,2580,3583,3450,3446
PF3D7_1029000,3,0,4,2,2,4,11,9,6,35,18,27
PF3D7_1344600,5,4,6,8,4,7,1569,1424,1733,3612,3574,3230
PF3D7_0931300,98,45,68,100,93,111,43,74,71,854,914,735
PF3D7_1146200,60,24,41,31,23,18,372,697,787,74,89,68
PF3D7_0721100,557,472,630,284,223,231,2229,2422,2719,7560,6997,7307
PF3D7_0725000,168,114,177,145,113,152,4339,5328,6710,8196,9285,7085
PF3D7_0820900,294,165,183,281,328,235,1452,1701,1812,2227,2373,2097
PF3D7_1410400,172,176,200,358,323,397,143961,146446,185268,171394,206721,163941
PF3D7_1337500,1987,1248,1696,1911,2009,2079,4809,6071,7057,10212,11036,8276
PF3D7_0814900,1999,1515,1773,2359,2166,2477,3619,3501,4111,8615,8914,9174
PF3D7_1250900,4,1,2,2,6,0,8,10,9,23,35,30
PF3D7_1455800,0,2,1,0,2,3,61,63,73,256,241,191
PF3D7_1137400,294,205,265,147,113,152,529,469,644,2005,2019,1650
PF3D7_0912100,460,368,474,596,625,644,226,261,398,1071,1137,845
PF3D7_1350500,911,568,770,742,787,929,3698,3777,4591,5761,6013,5294
PF3D7_1417800,96,69,101,70,56,54,6408,6437,7577,13665,13903,12074
PF3D7_1326600,16,23,20,14,11,18,2842,3127,3378,7630,7502,6516
PF3D7_1232800,41,31,40,20,17,18,55,38,35,121,136,121
PF3D7_1110200,5207,3660,4836,4458,4060,4695,9257,10855,13015,9878,9672,8246
PF3D7_0704300,41,42,43,48,65,35,13243,12847,15616,17161,18791,15539
